playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
baichgr01,1889.0,12.0,10.0,USA,IL,Toledo,1956.0,6.0,28.0,USA,CA,San Jose,Grover,Baichley,Grover Cleveland,165.0,68.0,R,R,1914-08-24,1914-09-04,baicg101,baichgr01,,
bailean01,1984.0,5.0,31.0,USA,NJ,Voorhees,,,,,,,Andrew,Bailey,Andrew Scott,240.0,75.0,R,R,2009-04-06,2017-08-15,baila001,bailean01,wagner,2003.0
bailean01,1984.0,5.0,31.0,USA,NJ,Voorhees,,,,,,,Andrew,Bailey,Andrew Scott,240.0,75.0,R,R,2009-04-06,2017-08-15,baila001,bailean01,wagner,2004.0
bailean01,1984.0,5.0,31.0,USA,NJ,Voorhees,,,,,,,Andrew,Bailey,Andrew Scott,240.0,75.0,R,R,2009-04-06,2017-08-15,baila001,bailean01,wagner,2005.0
bailean01,1984.0,5.0,31.0,USA,NJ,Voorhees,,,,,,,Andrew,Bailey,Andrew Scott,240.0,75.0,R,R,2009-04-06,2017-08-15,baila001,bailean01,wagner,2006.0
bailebi01,1888.0,4.0,12.0,USA,AR,Fort Smith,1926.0,11.0,2.0,USA,TX,Houston,Bill,Bailey,William F.,165.0,71.0,L,L,1907-09-17,1922-06-26,bailb101,bailebi01,,
bailebi02,1881.0,11.0,19.0,USA,OH,Shawnee,1967.0,10.0,27.0,USA,WA,Seattle,Bill,Bailey,Harry Lewis,170.0,70.0,L,R,1911-04-21,1911-05-27,bailb102,bailebi02,,
bailebo01,1942.0,10.0,13.0,USA,CA,Long Beach,2018.0,1.0,9.0,USA,NV,Las Vegas,Bob,Bailey,Robert Sherwood,180.0,73.0,R,R,1962-09-14,1978-10-02,bailb103,bailebo01,,
baileco01,1971.0,1.0,24.0,USA,IL,Herrin,,,,,,,Cory,Bailey,Philip Cory,195.0,72.0,R,R,1993-09-01,2002-07-03,bailc001,baileco01,ilseijc,1990.0
baileco01,1971.0,1.0,24.0,USA,IL,Herrin,,,,,,,Cory,Bailey,Philip Cory,195.0,72.0,R,R,1993-09-01,2002-07-03,bailc001,baileco01,ilseijc,1991.0
baileed01,1931.0,4.0,15.0,USA,TN,Strawberry Plains,2007.0,3.0,23.0,USA,TN,Knoxville,Ed,Bailey,Lonas Edgar,205.0,74.0,L,R,1953-09-26,1966-04-26,baile101,baileed01,tennessee,1948.0
bailefr01,1895.0,8.0,16.0,USA,WV,Mount Hope,1972.0,8.0,16.0,USA,WV,Huntington,Fred,Bailey,Frederick Middleton,150.0,71.0,L,L,1916-08-19,1918-04-27,bailf101,bailefr01,washleeva,1915.0
bailege01,1893.0,11.0,25.0,USA,TX,Pearsall,1973.0,11.0,14.0,USA,TX,Houston,Gene,Bailey,Arthur Eugene,160.0,68.0,R,R,1917-09-10,1924-06-03,bailg101,bailege01,,
baileha01,1876.0,11.0,24.0,USA,MI,Palmyra,1922.0,7.0,10.0,USA,OH,Toledo,Harvey,Bailey,Harvey Francis,160.0,72.0,,L,1899-06-30,1900-05-21,bailh102,baileha01,,
baileho01,1957.0,7.0,31.0,USA,MI,Grand Haven,,,,,,,Howard,Bailey,Howard Lee,195.0,72.0,R,L,1981-04-12,1983-10-01,bailh101,baileho01,grvalleyst,1977.0
baileho02,1986.0,5.0,3.0,USA,TX,La Grange,,,,,,,Homer,Bailey,David Dewitt,223.0,76.0,R,R,2007-06-08,2017-09-27,bailh001,baileho02,,
baileje01,1978.0,11.0,19.0,USA,WA,Longview,,,,,,,Jeff,Bailey,Jeffrey Todd,200.0,74.0,R,R,2007-07-06,2009-07-04,bailj001,baileje01,,
baileji01,1934.0,12.0,16.0,USA,TN,Strawberry Plains,,,,,,,Jim,Bailey,James Hopkins,210.0,74.0,B,L,1959-09-10,1959-09-20,bailj101,baileji01,lincolnmem,1953.0
baileji01,1934.0,12.0,16.0,USA,TN,Strawberry Plains,,,,,,,Jim,Bailey,James Hopkins,210.0,74.0,B,L,1959-09-10,1959-09-20,bailj101,baileji01,lincolnmem,1954.0
baileji01,1934.0,12.0,16.0,USA,TN,Strawberry Plains,,,,,,,Jim,Bailey,James Hopkins,210.0,74.0,B,L,1959-09-10,1959-09-20,bailj101,baileji01,lincolnmem,1955.0
baileji01,1934.0,12.0,16.0,USA,TN,Strawberry Plains,,,,,,,Jim,Bailey,James Hopkins,210.0,74.0,B,L,1959-09-10,1959-09-20,bailj101,baileji01,lincolnmem,1956.0
baileki01,1869.0,11.0,22.0,USA,VA,Tunstall Station,1917.0,11.0,19.0,USA,GA,Macon,King,Bailey,Linwood Clifton,185.0,72.0,L,L,1895-09-21,1895-09-21,bailk101,baileki01,,
bailema01,1961.0,11.0,4.0,USA,MO,Springfield,,,,,,,Mark,Bailey,John Mark,195.0,77.0,B,R,1984-04-27,1992-08-22,bailm001,bailema01,swmost,1980.0
bailema01,1961.0,11.0,4.0,USA,MO,Springfield,,,,,,,Mark,Bailey,John Mark,195.0,77.0,B,R,1984-04-27,1992-08-22,bailm001,bailema01,swmost,1981.0
bailema01,1961.0,11.0,4.0,USA,MO,Springfield,,,,,,,Mark,Bailey,John Mark,195.0,77.0,B,R,1984-04-27,1992-08-22,bailm001,bailema01,swmost,1982.0
bailero01,1970.0,10.0,3.0,USA,FL,Chattahoochee,,,,,,,Roger,Bailey,Charles Roger,180.0,73.0,R,R,1995-04-27,1997-09-24,bailr001,bailero01,floridast,1990.0
bailero01,1970.0,10.0,3.0,USA,FL,Chattahoochee,,,,,,,Roger,Bailey,Charles Roger,180.0,73.0,R,R,1995-04-27,1997-09-24,bailr001,bailero01,floridast,1991.0
bailero01,1970.0,10.0,3.0,USA,FL,Chattahoochee,,,,,,,Roger,Bailey,Charles Roger,180.0,73.0,R,R,1995-04-27,1997-09-24,bailr001,bailero01,floridast,1992.0
bailesc01,1961.0,12.0,18.0,USA,OH,Chillicothe,,,,,,,Scott,Bailes,Scott Alan,170.0,74.0,L,L,1986-04-09,1998-09-27,bails001,bailesc01,meramec,1982.0
bailesc01,1961.0,12.0,18.0,USA,OH,Chillicothe,,,,,,,Scott,Bailes,Scott Alan,170.0,74.0,L,L,1986-04-09,1998-09-27,bails001,bailesc01,swmost,1981.0
bailest01,1942.0,2.0,12.0,USA,NY,Bronx,,,,,,,Steve,Bailey,Steven John,194.0,73.0,R,R,1967-04-14,1968-09-26,bails102,bailest01,,
bailesw01,1895.0,2.0,12.0,USA,IL,Joliet,1939.0,9.0,27.0,USA,IL,Joliet,Sweetbread,Bailey,Abraham Lincoln,184.0,72.0,R,R,1919-05-23,1921-06-11,bails101,bailesw01,,
bailobo01,1951.0,7.0,10.0,USA,PA,Connellsville,,,,,,,Bob,Bailor,Robert Michael,170.0,71.0,R,R,1975-09-06,1985-10-06,bailb001,bailobo01,,
baineha01,1959.0,3.0,15.0,USA,MD,Easton,,,,,,,Harold,Baines,Harold Douglas,175.0,74.0,L,L,1980-04-10,2001-09-27,bainh001,baineha01,,
bainlo01,1922.0,7.0,4.0,USA,MN,Staples,1996.0,11.0,24.0,USA,WI,Chetek,Loren,Bain,Herbert Loren,190.0,72.0,R,R,1945-06-23,1945-07-04,bainl101,bainlo01,,
bairdal01,1895.0,6.0,2.0,USA,TX,Cleburne,1976.0,11.0,27.0,USA,LA,Shreveport,Al,Baird,Albert Wells,160.0,69.0,R,R,1917-09-10,1919-09-28,baira101,bairdal01,centenary,1917.0
bairdal01,1895.0,6.0,2.0,USA,TX,Cleburne,1976.0,11.0,27.0,USA,LA,Shreveport,Al,Baird,Albert Wells,160.0,69.0,R,R,1917-09-10,1919-09-28,baira101,bairdal01,lsu,1916.0
bairdbo01,1940.0,1.0,16.0,USA,TN,Knoxville,1974.0,4.0,11.0,USA,TN,Chattanooga,Bob,Baird,Robert Allen,195.0,76.0,L,L,1962-09-03,1963-09-27,bairb101,bairdbo01,carsnewm,1959.0
bairdbo01,1940.0,1.0,16.0,USA,TN,Knoxville,1974.0,4.0,11.0,USA,TN,Chattanooga,Bob,Baird,Robert Allen,195.0,76.0,L,L,1962-09-03,1963-09-27,bairb101,bairdbo01,carsnewm,1960.0
bairdbo01,1940.0,1.0,16.0,USA,TN,Knoxville,1974.0,4.0,11.0,USA,TN,Chattanooga,Bob,Baird,Robert Allen,195.0,76.0,L,L,1962-09-03,1963-09-27,bairb101,bairdbo01,carsnewm,1961.0
bairdbo01,1940.0,1.0,16.0,USA,TN,Knoxville,1974.0,4.0,11.0,USA,TN,Chattanooga,Bob,Baird,Robert Allen,195.0,76.0,L,L,1962-09-03,1963-09-27,bairb101,bairdbo01,carsnewm,1962.0
bairddo01,1891.0,9.0,27.0,USA,MO,St. Charles,1967.0,6.0,13.0,USA,GA,Thomasville,Doug,Baird,Howard Douglas,148.0,69.0,R,R,1915-04-17,1920-10-02,baird101,bairddo01,wminstermo,1912.0
bairdo01,1949.0,8.0,22.0,USA,OH,Defiance,,,,,,,Doug,Bair,Charles Douglas,170.0,72.0,R,R,1976-09-13,1990-10-03,baird001,bairdo01,bowlgreen,1970.0
bairdo01,1949.0,8.0,22.0,USA,OH,Defiance,,,,,,,Doug,Bair,Charles Douglas,170.0,72.0,R,R,1976-09-13,1990-10-03,baird001,bairdo01,bowlgreen,1971.0
baislje01,1982.0,12.0,19.0,USA,FL,Tampa,,,,,,,Jeff,Baisley,Jeffrey Scot,225.0,75.0,R,R,2008-09-09,2008-09-28,baisj001,baislje01,sflorida,2002.0
baislje01,1982.0,12.0,19.0,USA,FL,Tampa,,,,,,,Jeff,Baisley,Jeffrey Scot,225.0,75.0,R,R,2008-09-09,2008-09-28,baisj001,baislje01,sflorida,2003.0
baislje01,1982.0,12.0,19.0,USA,FL,Tampa,,,,,,,Jeff,Baisley,Jeffrey Scot,225.0,75.0,R,R,2008-09-09,2008-09-28,baisj001,baislje01,sflorida,2004.0
baislje01,1982.0,12.0,19.0,USA,FL,Tampa,,,,,,,Jeff,Baisley,Jeffrey Scot,225.0,75.0,R,R,2008-09-09,2008-09-28,baisj001,baislje01,sflorida,2005.0
bajenje01,1978.0,3.0,21.0,USA,CA,Pomona,,,,,,,Jeff,Bajenaru,Jeffrey Michael,190.0,73.0,R,R,2004-09-04,2006-08-07,bajej001,bajenje01,carivcc,1997.0
bajenje01,1978.0,3.0,21.0,USA,CA,Pomona,,,,,,,Jeff,Bajenaru,Jeffrey Michael,190.0,73.0,R,R,2004-09-04,2006-08-07,bajej001,bajenje01,carivcc,1998.0
bajenje01,1978.0,3.0,21.0,USA,CA,Pomona,,,,,,,Jeff,Bajenaru,Jeffrey Michael,190.0,73.0,R,R,2004-09-04,2006-08-07,bajej001,bajenje01,oklahoma,1999.0
bajenje01,1978.0,3.0,21.0,USA,CA,Pomona,,,,,,,Jeff,Bajenaru,Jeffrey Michael,190.0,73.0,R,R,2004-09-04,2006-08-07,bajej001,bajenje01,oklahoma,2000.0
bakelje01,1864.0,4.0,17.0,USA,NJ,Blackwood,1915.0,2.0,17.0,USA,PA,Philadelphia,Jersey,Bakley,Edward Enoch,170.0,68.0,R,R,1883-05-11,1891-08-20,bakej102,bakelje01,,
bakenda01,1945.0,3.0,5.0,USA,OH,Columbus,2014.0,7.0,30.0,USA,OH,Galena,Dave,Bakenhaster,David Lee,168.0,70.0,R,R,1964-06-20,1964-07-22,baked103,bakenda01,,
bakeral01,1906.0,2.0,28.0,USA,MS,Batesville,1982.0,11.0,6.0,USA,TX,Kenedy,Al,Baker,Albert Jones,170.0,71.0,R,R,1938-08-20,1938-08-29,bakea101,bakeral01,,
bakerbi01,1911.0,2.0,22.0,USA,NC,Paw Creek,2006.0,4.0,13.0,USA,SC,Myrtle Beach,Bill,Baker,William Presley,200.0,72.0,R,R,1940-05-04,1949-08-01,bakeb101,bakerbi01,,
bakerbo01,1878.0,7.0,17.0,USA,NY,Troy,1940.0,8.0,17.0,USA,NY,New York,Bock,Baker,Charles,181.0,69.0,,L,1901-04-28,1901-05-13,bakeb102,bakerbo01,,
bakerch01,1856.0,1.0,15.0,USA,MA,West Boylston,1937.0,1.0,15.0,USA,NH,Goffstown,Charlie,Baker,Charles Arthur,140.0,64.0,R,R,1884-08-01,1884-08-27,bakec102,bakerch01,,
bakerch02,1952.0,12.0,6.0,USA,WA,Seattle,,,,,,,Chuck,Baker,Charles Joseph,180.0,71.0,R,R,1978-04-07,1981-10-04,bakec101,bakerch02,casajco,1972.0
bakerch02,1952.0,12.0,6.0,USA,WA,Seattle,,,,,,,Chuck,Baker,Charles Joseph,180.0,71.0,R,R,1978-04-07,1981-10-04,bakec101,bakerch02,casajco,1973.0
bakerch02,1952.0,12.0,6.0,USA,WA,Seattle,,,,,,,Chuck,Baker,Charles Joseph,180.0,71.0,R,R,1978-04-07,1981-10-04,bakec101,bakerch02,loyolamary,1974.0
bakerch02,1952.0,12.0,6.0,USA,WA,Seattle,,,,,,,Chuck,Baker,Charles Joseph,180.0,71.0,R,R,1978-04-07,1981-10-04,bakec101,bakerch02,loyolamary,1975.0
bakerda01,1956.0,11.0,25.0,USA,IA,Lacona,,,,,,,Dave,Baker,David Glenn,185.0,72.0,L,R,1982-09-12,1982-09-29,baked101,bakerda01,ucla,1975.0
bakerda01,1956.0,11.0,25.0,USA,IA,Lacona,,,,,,,Dave,Baker,David Glenn,185.0,72.0,L,R,1982-09-12,1982-09-29,baked101,bakerda01,ucla,1976.0
